	0	1	2	3	4	5
878			732	7320	73200	Nghiên cứu thị trường và thăm dò dư luận
879		74				Hoạt động chuyên môn, khoa học và công nghệ khác
880			741	7410	74100	Hoạt động thiết kế chuyên dụng
881			742	7420	74200	Hoạt động nhiếp ảnh
882			749	7490		Hoạt động chuyên môn, khoa học và công nghệ khác chưa được phân vào đâu
883					74901	Hoạt động khí tượng thuỷ văn
884					74909	Hoạt động chuyên môn, khoa học và công nghệ khác còn lại chưa được phân vào đâu
885		75	750	7500	75000	Hoạt động thú y
886	N					HOẠT ĐỘNG HÀNH CHÍNH VÀ DỊCH VỤ HỖ TRỢ
887		77				Cho thuê máy móc, thiết bị (không kèm người điều khiển); cho thuê đồ dùng cá nhân và gia đình; cho thuê tài sản vô hình phi tài chính
888			771	7710		Cho thuê xe có động cơ
889					77101	Cho thuê ôtô
890					77109	Cho thuê xe có động cơ khác
891			772			Cho thuê đồ dùng cá nhân và gia đình
892				7721	77210	Cho thuê thiết bị thể thao, vui chơi giải trí
893				7722	77220	Cho thuê băng, đĩa video
894				7729	77290	Cho thuê đồ dùng cá nhân và gia đình khác
895			773	7730		Cho thuê máy móc, thiết bị và đồ dùng hữu hình khác không kèm người điều khiển
896					77301	Cho thuê máy móc, thiết bị nông, lâm nghiệp không kèm người điều khiển
897					77302	Cho thuê máy móc, thiết bị xây dựng không kèm người điều khiển
898					77303	Cho thuê máy móc, thiết bị văn phòng (kể cả máy vi tính) không kèm người điều khiển
899					77304	Cho thuê máy bay, phương tiện bay không kèm người điều khiển
900					77305	Cho thuê tàu, thuyền và kết cấu nổi không kèm người điều khiển
901					77309	Cho thuê máy móc, thiết bị và đồ dùng hữu hình khác, không kèm người điều khiển chưa được phân vào đâu
902			774	7740	77400	Cho thuê tài sản vô hình phi tài chính
903		78				Hoạt động dịch vụ lao động và việc làm
904			781	7810	78100	Hoạt động của các trung tâm, đại lý tư vấn, giới thiệu và môi giới lao động, việc làm
905			782	7820	78200	Cung ứng lao động tạm thời
906			783	7830		Cung ứng và quản lý nguồn lao động
907					78301	Cung ứng và quản lý nguồn lao động trong nước
908					78302	Cung ứng và quản lý nguồn lao động đi làm việc ở nước ngoài
909		79				Hoạt động của các đại lý du lịch, kinh doanh tua du lịch và các dịch vụ hỗ trợ, liên quan đến quảng bá và tổ chức tua du lịch
910			791			Hoạt động của các đại lý du lịch, kinh doanh tua du lịch
911				7911	79110	Đại lý du lịch
912				7912	79120	Điều hành tua du lịch
913			799	7990	79900	Dịch vụ đặt chỗ và các dịch vụ hỗ trợ liên quan đến quảng bá và tổ chức tua du lịch
914		80				Hoạt động điều tra bảo đảm an toàn
915			801	8010	80100	Hoạt động bảo vệ tư nhân
916			802	8020	80200	Dịch vụ hệ thống bảo đảm an toàn
917			803	8030	80300	Dịch vụ điều tra
918		81				Hoạt động dịch vụ vệ sinh nhà cửa, công trình và cảnh quan
919			811	8110	81100	Dịch vụ hỗ trợ tổng hợp
920			812			Dịch vụ vệ sinh
921				8121	81210	Vệ sinh chung nhà cửa
922				8129	81290	Vệ sinh công nghiệp và các công trình chuyên biệt
923			813	8130	81300	Dịch vụ chăm sóc và duy trì cảnh quan
924		82				Hoạt động hành chính, hỗ trợ văn phòng và các hoạt động hỗ trợ kinh doanh khác
925			821			Hoạt động hành chính và hỗ trợ văn phòng
926				8211	82110	Dịch vụ hành chính văn phòng tổng hợp
927				8219		Photo, chuẩn bị tài liệu và các hoạt động hỗ trợ văn phòng đặc biệt khác
928					82191	Photo, chuẩn bị tài liệu
929					82199	Hoạt động hỗ trợ văn phòng đặc biệt khác
930			822	8220	82200	Hoạt động dịch vụ liên quan đến các cuộc gọi
931			823	8230	82300	Tổ chức giới thiệu và xúc tiến thương mại
932			829			Hoạt động dịch vụ hỗ trợ kinh doanh khác chưa được phân vào đâu
933				8291	82910	Hoạt động dịch vụ hỗ trợ thanh toán, tín dụng
934				8292	82920	Dịch vụ đóng gói
935				8299	82990	Hoạt động dịch vụ hỗ trợ kinh doanh khác còn lại chưa được phân vào đâu
936	O					HOẠT ĐỘNG CỦA ĐẢNG CỘNG SẢN, TỔ CHỨC CHÍNH TRỊ - XÃ HỘI, QUẢN LÝ NHÀ NƯỚC, AN NINH QUỐC PHÒNG; BẢO ĐẢM XÃ HỘI BẮT BUỘC
937		84				Hoạt động của Đảng cộng sản, tổ chức chính trị - xã hội, quản lý nhà nước, an ninh quốc phòng, đối ngoại và bảo đảm xã hội bắt buộc
938			841			Hoạt động của Đảng cộng sản, tổ chức chính trị - xã hội, quản lý nhà nước và quản lý chính sách kinh tế, xã hội
939				8411		Hoạt động của Đảng cộng sản, tổ chức chính trị - xã hội, hoạt động quản lý nhà nước nói chung và kinh tế tổng hợp
940					84111	Hoạt động của Đảng cộng sản, tổ chức chính trị - xã hội
941					84112	Hoạt động quản lý nhà nước nói chung và kinh tế tổng hợp
942				8412	84120	Hoạt động quản lý nhà nước trong các lĩnh vực y tế, giáo dục, văn hoá và các dịch vụ xã hội khác (trừ bảo đảm xã hội bắt buộc)
943				8413	84130	Hoạt động quản lý nhà nước trong các lĩnh vực kinh tế chuyên ngành
944			842			Hoạt động phục vụ chung cho toàn đất nước
945				8421	84210	Hoạt động đối ngoại
946				8422	84220	Hoạt động quốc phòng
947				8423	84230	Hoạt động an ninh, trật tự an toàn xã hội
948			843	8430	84300	Hoạt động bảo đảm xã hội bắt buộc
949	P					GIÁO DỤC VÀ ĐÀO TẠO
950		85				Giáo dục và đào tạo
951			851			Giáo dục mầm non
952				8511	85110	Giáo dục nhà trẻ
953				8512	85120	Giáo dục mẫu giáo
954			852			Giáo dục phổ thông
955				8521	85210	Giáo dục tiểu học
956				8522	85220	Giáo dục trung học cơ sở
957				8523	85230	Giáo dục trung học phổ thông
958			853			Giáo dục nghề nghiệp
959				8531	85310	Đào tạo sơ cấp
960				8532	85320	Đào tạo trung cấp
961				8533	85330	Đào tạo cao đẳng
962			854			Giáo dục đại học
963				8541	85410	Đào tạo đại học
964				8542	85420	Đào tạo thạc sỹ
965				8543	85430	Đào tạo tiến sỹ
966			855			Giáo dục khác
967				8551	85510	Giáo dục thể thao và giải trí
968				8552	85520	Giáo dục văn hoá nghệ thuật
969				8559	85590	Giáo dục khác chưa được phân vào đâu
970			856	8560	85600	Dịch vụ hỗ trợ giáo dục
971	Q					Y TẾ VÀ HOẠT ĐỘNG TRỢ GIÚP XÃ HỘI
972		86				Hoạt động y tế
973			861	8610		Hoạt động của các bệnh viện, trạm y tế
974					86101	Hoạt động của các bệnh viện
975					86102	Hoạt động của các trạm y tế và trạm y tế bộ/ngành
976			862	8620		Hoạt động của các phòng khám đa khoa, chuyên khoa và nha khoa
977					86201	Hoạt động của các phòng khám đa khoa, chuyên khoa
978					86202	Hoạt động của các phòng khám nha khoa
979			869			Hoạt động y tế khác
980				8691	86910	Hoạt động y tế dự phòng
981				8692	86920	Hoạt động của hệ thống cơ sở chỉnh hình, phục hồi chức năng
982				8699	86990	Hoạt động y tế khác chưa được phân vào đâu
983		87				Hoạt động chăm sóc, điều dưỡng tập trung
984			871	8710		Hoạt động của các cơ sở nuôi dưỡng, điều dưỡng
985					87101	Hoạt động của các cơ sở nuôi dưỡng, điều dưỡng thương bệnh binh
986					87109	Hoạt động của các cơ sở nuôi dưỡng, điều dưỡng các đối tượng khác
987			872	8720		Hoạt động chăm sóc sức khoẻ người bị thiểu năng, tâm thần và người nghiện
988					87201	Hoạt động chăm sóc sức khoẻ người bị thiểu năng, tâm thần
989					87202	Hoạt động chăm sóc sức khoẻ, cai nghiện phục hồi người nghiện
990			873	8730		Hoạt động chăm sóc sức khoẻ người có công, người già và người khuyết tật không có khả năng tự chăm sóc
991					87301	Hoạt động chăm sóc sức khoẻ người có công (trừ thương bệnh binh)
992					87302	Hoạt động chăm sóc sức khoẻ người già
993					87303	Hoạt động chăm sóc sức khoẻ người khuyết tật
994			879	8790		Hoạt động chăm sóc tập trung khác
995					87901	Hoạt động chữa bệnh, phục hồi nhân phẩm cho đối tượng mại dâm
996					87909	Hoạt động chăm sóc tập trung khác chưa được phân vào đâu
997		88				Hoạt động trợ giúp xã hội không tập trung
998			881	8810		Hoạt động trợ giúp xã hội không tập trung đối với người có công, thương bệnh binh, người già và người khuyết tật
999					88101	Hoạt động trợ giúp xã hội không tập trung đối với người có công (trừ thương bệnh binh)
1000					88102	Hoạt động trợ giúp xã hội không tập trung đối với thương bệnh binh
1001					88103	Hoạt động trợ giúp xã hội không tập trung đối với người già và người khuyết tật
1002			889	8890	88900	Hoạt động trợ giúp xã hội không tập trung khác
1003	R					NGHỆ THUẬT, VUI CHƠI VÀ GIẢI TRÍ
1004		90	900	9000	90000	Hoạt động sáng tác, nghệ thuật và giải trí
1005		91				Hoạt động của thư viện, lưu trữ, bảo tàng và các hoạt động văn hoá khác
1006			910			Hoạt động của thư viện, lưu trữ, bảo tàng và các hoạt động văn hoá khác
1007				9101	91010	Hoạt động thư viện và lưu trữ
1008				9102	91020	Hoạt động bảo tồn, bảo tàng
1009				9103	91030	Hoạt động của các vườn bách thảo, bách thú và khu bảo tồn tự nhiên
1010		92	920	9200		Hoạt động xổ số, cá cược và đánh bạc
1011					92001	Hoạt động xổ số
1012					92002	Hoạt động cá cược và đánh bạc
1013		93				Hoạt động thể thao, vui chơi và giải trí
1014			931			Hoạt động thể thao
1015				9311	93110	Hoạt động của các cơ sở thể thao
1016				9312	93120	Hoạt động của các câu lạc bộ thể thao
1017				9319	93190	Hoạt động thể thao khác
1018			932			Hoạt động vui chơi giải trí khác
1019				9321	93210	Hoạt động của các công viên vui chơi và công viên theo chủ đề
1020				9329	93290	Hoạt động vui chơi giải trí khác chưa được phân vào đâu
1021	S					HOẠT ĐỘNG DỊCH VỤ KHÁC
1022		94				Hoạt động của các hiệp hội, tổ chức khác
1023			941			Hoạt động của các hiệp hội kinh doanh, nghiệp chủ và nghề nghiệp
1024				9411	94110	Hoạt động của các hiệp hội kinh doanh và nghiệp chủ
1025				9412	94120	Hoạt động của các hội nghề nghiệp
1026			942	9420	94200	Hoạt động của công đoàn
1027			949			Hoạt động của các tổ chức khác
1028				9491	94910	Hoạt động của các tổ chức tôn giáo
1029				9499	94990	Hoạt động của các tổ chức khác chưa được phân vào đâu
1030		95				Sửa chữa máy vi tính, đồ dùng cá nhân và gia đình
1031			951			Sửa chữa máy vi tính và thiết bị liên lạc
1032				9511	95110	Sửa chữa máy vi tính và thiết bị ngoại vi
1033				9512	95120	Sửa chữa thiết bị liên lạc
1034			952			Sửa chữa đồ dùng cá nhân và gia đình
1035				9521	95210	Sửa chữa thiết bị nghe nhìn điện tử gia dụng
1036				9522	95220	Sửa chữa thiết bị, đồ dùng gia đình
1037				9523	95230	Sửa chữa giày, dép, hàng da và giả da
1038				9524	95240	Sửa chữa giường, tủ, bàn, ghế và đồ nội thất tương tự
1039				9529	95290	Sửa chữa xe đạp, đồng hồ, đồ dùng cá nhân và gia đình khác chưa được phân vào đâu
1040		96				Hoạt động dịch vụ phục vụ cá nhân khác
1041			961	9610	96100	Dịch vụ tắm hơi, massage và các dịch vụ tăng cường sức khoẻ tương tự (trừ hoạt động thể thao)
1042			962	9620	96200	Giặt là, làm sạch các sản phẩm dệt và lông thú
1043			963			Hoạt động dịch vụ phục vụ cá nhân khác chưa được phân vào đâu
1044				9631	96310	Cắt tóc, làm đầu, gội đầu
1045				9632	96320	Hoạt động dịch vụ phục vụ tang lễ
1046				9633	96330	Hoạt động dịch vụ phục vụ hôn lễ
1047				9639	96390	Hoạt động dịch vụ phục vụ cá nhân khác còn lại chưa được phân vào đâu
1048	T					HOẠT ĐỘNG LÀM THUÊ CÁC CÔNG VIỆC TRONG CÁC HỘ GIA ĐÌNH, SẢN XUẤT SẢN PHẨM VẬT CHẤT VÀ DỊCH VỤ TỰ TIÊU DÙNG CỦA HỘ GIA ĐÌNH
1049		97	970	9700	97000	Hoạt động làm thuê công việc gia đình trong các hộ gia đình
1050		98				Hoạt động sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình
1051			981	9810	98100	Hoạt động sản xuất các sản phẩm vật chất tự tiêu dùng của hộ gia đình
1052			982	9820	98200	Hoạt động sản xuất các sản phẩm dịch vụ tự tiêu dùng của hộ gia đình
1053	U					HOẠT ĐỘNG CỦA CÁC TỔ CHỨC VÀ CƠ QUAN QUỐC TẾ
1054		99	990	9900	99000	Hoạt động của các tổ chức và cơ quan quốc tế
1055	21	88	242	486	734	
